"date","pressure","parameter","value"
2006-05-10,5,"salinity",29.646
2006-05-10,10,"salinity",29.982
2006-05-10,60,"salinity",31.329
2006-05-10,2,"sigmaTheta",21.509645427652
2006-05-10,5,"sigmaTheta",23.3510669398008
2006-05-10,10,"sigmaTheta",23.7309163055895
2006-05-10,60,"sigmaTheta",24.9124108044182
2006-05-17,2,"temperature",11.4212
2006-05-17,5,"temperature",7.0678
2006-05-17,10,"temperature",5.5405
2006-05-17,60,"temperature",3.479
2006-05-17,2,"salinity",26.794
2006-05-17,5,"salinity",29.386
2006-05-17,10,"salinity",29.846
2006-05-17,60,"salinity",31.317
2006-05-17,2,"sigmaTheta",20.3251231163508
2006-05-17,5,"sigmaTheta",22.9915789976037
2006-05-17,10,"sigmaTheta",23.5344679923866
2006-05-17,60,"sigmaTheta",24.9056076302372
2006-05-24,2,"temperature",10.816
2006-05-24,5,"temperature",6.5117
2006-05-24,10,"temperature",4.9471
2006-05-24,60,"temperature",3.4683
2006-05-24,2,"salinity",27.339
2006-05-24,5,"salinity",29.679
2006-05-24,10,"salinity",30.323
2006-05-24,60,"salinity",31.313
2006-05-24,2,"sigmaTheta",20.8484608012147
2006-05-24,5,"sigmaTheta",23.2908394060006
2006-05-24,10,"sigmaTheta",23.975085245247
2006-05-24,60,"sigmaTheta",24.9033661116162
2006-05-31,2,"temperature",9.2627
2006-05-31,5,"temperature",4.9211
2006-05-31,10,"temperature",4.3826
2006-05-31,60,"temperature",3.4381
2006-05-31,2,"salinity",29.191
2006-05-31,5,"salinity",30.289
2006-05-31,10,"salinity",30.749
2006-05-31,60,"salinity",31.302
2006-05-31,2,"sigmaTheta",22.5346025058432
2006-05-31,5,"sigmaTheta",23.9508153328235
2006-05-31,10,"sigmaTheta",24.3697022898371
2006-05-31,60,"sigmaTheta",24.8972612490145
2006-06-07,2,"temperature",10.7256
2006-06-07,5,"temperature",6.9529
2006-06-07,10,"temperature",5.9004
2006-06-07,60,"temperature",4.2006
2006-06-07,2,"salinity",27.756
2006-06-07,5,"salinity",29.963
2006-06-07,10,"salinity",30.513
2006-06-07,60,"salinity",31.407
2006-06-07,2,"sigmaTheta",21.1872416511021
2006-06-07,5,"sigmaTheta",23.4598594080915
2006-06-07,10,"sigmaTheta",24.020748044295
2006-06-07,60,"sigmaTheta",24.9101698264083
2006-06-14,2,"temperature",10.3496
2006-06-14,5,"temperature",8.5445
2006-06-14,10,"temperature",7.3555
2006-06-14,60,"temperature",4.0928
2006-06-14,2,"salinity",27.9855
2006-06-14,5,"salinity",29.3719
2006-06-14,10,"salinity",30.1475
2006-06-14,60,"salinity",31.3795
2006-06-14,2,"sigmaTheta",21.4263783756454
2006-06-14,5,"sigmaTheta",22.7815006844118
2006-06-14,10,"sigmaTheta",23.5530130863365
2006-06-14,60,"sigmaTheta",24.8987541108995
2006-06-21,2,"temperature",14.2384
2006-06-21,5,"temperature",9.146
2006-06-21,10,"temperature",7.4252
2006-06-21,60,"temperature",4.0732
2006-06-21,2,"salinity",26.461
2006-06-21,5,"salinity",29.115
2006-06-21,10,"salinity",30.141
2006-06-21,60,"salinity",31.381
2006-06-21,2,"sigmaTheta",19.5535505838072
2006-06-21,5,"sigmaTheta",22.4927735747181
2006-06-21,10,"sigmaTheta",23.5387108454681
2006-06-21,60,"sigmaTheta",24.9018260407183
2006-06-28,2,"temperature",13.7921
2006-06-28,5,"temperature",7.8565
2006-06-28,10,"temperature",7.2225
2006-06-28,60,"temperature",4.0846
2006-06-28,2,"salinity",26.468
2006-06-28,5,"salinity",30.099
2006-06-28,10,"salinity",30.575
2006-06-28,60,"salinity",31.376
2006-06-28,2,"sigmaTheta",19.6456395950974
2006-06-28,5,"sigmaTheta",23.4475780698992
2006-06-28,10,"sigmaTheta",23.9064501540227
2006-06-28,60,"sigmaTheta",24.8967604180541
2006-07-05,2,"temperature",10.1634
2006-07-05,5,"temperature",7.1138
2006-07-05,10,"temperature",6.6431
2006-07-05,60,"temperature",4.0992
2006-07-05,2,"salinity",28.9268
2006-07-05,5,"salinity",30.6108
2006-07-05,10,"salinity",30.9562
2006-07-05,60,"salinity",31.3624
2006-07-05,2,"sigmaTheta",22.1888530893598
2006-07-05,5,"sigmaTheta",23.9487284145079
2006-07-05,10,"sigmaTheta",24.2807184849275
2006-07-05,60,"sigmaTheta",24.8845535112764
2006-07-12,2,"temperature",11.0412
2006-07-12,5,"temperature",6.7125
2006-07-12,10,"temperature",5.913
2006-07-12,60,"temperature",4.0983
2006-07-12,2,"salinity",29.6045
2006-07-12,5,"salinity",30.8084
2006-07-12,10,"salinity",31.2156
2006-07-12,60,"salinity",31.3667
2006-07-12,2,"sigmaTheta",22.5711631548007
2006-07-12,5,"sigmaTheta",24.1555473605663
2006-07-12,10,"sigmaTheta",24.5739913218083
2006-07-12,60,"sigmaTheta",24.888056256704
2006-07-19,2,"temperature",17.7131
2006-07-19,5,"temperature",9.8123
2006-07-19,10,"temperature",7.4076
2006-07-19,60,"temperature",4.1579
2006-07-19,2,"salinity",27.141
2006-07-19,5,"salinity",29.984
2006-07-19,10,"salinity",30.749
2006-07-19,60,"salinity",31.374
2006-07-19,2,"sigmaTheta",19.3316778520689
2006-07-19,5,"sigmaTheta",23.0686276087038
2006-07-19,10,"sigmaTheta",24.0187028900957
2006-07-19,60,"sigmaTheta",24.8881067767979
2006-07-26,2,"temperature",16.7498
2006-07-26,5,"temperature",11.088
2006-07-26,10,"temperature",7.9976
2006-07-26,60,"temperature",4.1582
2006-07-26,2,"salinity",27.1765
2006-07-26,5,"salinity",29.6317
2006-07-26,10,"salinity",30.5867
2006-07-26,60,"salinity",31.3746
2006-07-26,2,"sigmaTheta",19.5769027640902
2006-07-26,5,"sigmaTheta",22.5843699345512
2006-07-26,10,"sigmaTheta",23.8106299976912
2006-07-26,60,"sigmaTheta",24.8885543202523
2006-08-02,2,"temperature",16.4641
2006-08-02,5,"temperature",7.769
2006-08-02,10,"temperature",6.8661
2006-08-02,60,"temperature",4.2091
2006-08-02,2,"salinity",28.191
2006-08-02,5,"salinity",30.732
2006-08-02,10,"salinity",31.021
2006-08-02,60,"salinity",31.375
2006-08-02,2,"sigmaTheta",20.4169493622519
2006-08-02,5,"sigmaTheta",23.9562760197316
2006-08-02,10,"sigmaTheta",24.3034744550828
2006-08-02,60,"sigmaTheta",24.8839271343029
2006-08-09,2,"temperature",15.204
2006-08-09,5,"temperature",12.0739
2006-08-09,10,"temperature",8.5483
2006-08-09,60,"temperature",4.2006
2006-08-09,2,"salinity",28.925
2006-08-09,5,"salinity",30.024
2006-08-09,10,"salinity",30.739
2006-08-09,60,"salinity",31.374
2006-08-09,2,"sigmaTheta",21.2520955170839
2006-08-09,5,"sigmaTheta",22.7148533154163
2006-08-09,10,"sigmaTheta",23.851186452305
2006-08-09,60,"sigmaTheta",24.883960915022
2006-08-16,2,"temperature",13.4279
2006-08-16,5,"temperature",12.3974
2006-08-16,10,"temperature",9.3076
2006-08-16,60,"temperature",4.3134
2006-08-16,2,"salinity",29.971
2006-08-16,5,"salinity",30.174
2006-08-16,10,"salinity",30.672
2006-08-16,60,"salinity",31.376
2006-08-16,2,"sigmaTheta",22.4183906319469
2006-08-16,5,"sigmaTheta",22.7716489141388
2006-08-16,10,"sigmaTheta",23.6846261969082
2006-08-16,60,"sigmaTheta",24.874488972559
2006-08-23,2,"temperature",16.1016
2006-08-23,5,"temperature",12.0971
2006-08-23,10,"temperature",9.7474
2006-08-23,60,"temperature",4.318
2006-08-23,2,"salinity",29.807
2006-08-23,5,"salinity",30.487
2006-08-23,10,"salinity",30.763
2006-08-23,60,"salinity",31.376
2006-08-23,2,"sigmaTheta",21.7359334393933
2006-08-23,5,"sigmaTheta",23.0694900379394
2006-08-23,10,"sigmaTheta",23.68669283232
2006-08-23,60,"sigmaTheta",24.8740346199795
2006-08-30,2,"temperature",14.4149
2006-08-30,5,"temperature",12.81
2006-08-30,10,"temperature",10.9048
2006-08-30,60,"temperature",4.3549
2006-08-30,2,"salinity",30.263
2006-08-30,5,"salinity",30.524
2006-08-30,10,"salinity",30.697
2006-08-30,60,"salinity",31.378
2006-08-30,2,"sigmaTheta",22.445863319158
2006-08-30,5,"sigmaTheta",22.9650630048593
2006-08-30,10,"sigmaTheta",23.4439293557255
2006-08-30,60,"sigmaTheta",24.8719681180303
2006-09-06,2,"temperature",17.5041
2006-09-06,5,"temperature",17.0176
2006-09-06,10,"temperature",16.901
2006-09-06,60,"temperature",4.378
2006-09-06,2,"salinity",29.792
2006-09-06,5,"salinity",29.932
2006-09-06,10,"salinity",30.002
2006-09-06,60,"salinity",31.361
2006-09-06,2,"sigmaTheta",21.4060662231556
2006-09-06,5,"sigmaTheta",21.6258469888513
2006-09-06,10,"sigmaTheta",21.7063053567389
2006-09-06,60,"sigmaTheta",24.8561787904514
2006-09-14,2,"temperature",16.7128
2006-09-14,5,"temperature",16.7142
2006-09-14,10,"temperature",16.4583
2006-09-14,60,"temperature",4.4628
2006-09-14,2,"salinity",29.8502
2006-09-14,5,"salinity",29.8506
2006-09-14,10,"salinity",29.9152
2006-09-14,60,"salinity",31.3641
2006-09-14,2,"sigmaTheta",21.6325009720767
2006-09-14,5,"sigmaTheta",21.632596715167
2006-09-14,10,"sigmaTheta",21.7399016174688
2006-09-14,60,"sigmaTheta",24.8501576331539
2006-09-20,2,"temperature",17.9172
2006-09-20,5,"temperature",17.8816
2006-09-20,10,"temperature",16.9498
2006-09-20,60,"temperature",4.4323
2006-09-20,2,"salinity",29.7894
2006-09-20,5,"salinity",29.796
2006-09-20,10,"salinity",29.8713
2006-09-20,60,"salinity",31.3602
2006-09-20,2,"sigmaTheta",21.3068888842148
2006-09-20,5,"sigmaTheta",21.3204854043089
2006-09-20,10,"sigmaTheta",21.5950615013264
2006-09-20,60,"sigmaTheta",24.850123426781
2006-09-27,2,"temperature",16.1998
2006-09-27,5,"temperature",15.6986
2006-09-27,10,"temperature",14.1714
2006-09-27,60,"temperature",4.4858
2006-09-27,2,"salinity",29.854
2006-09-27,5,"salinity",30.009
2006-09-27,10,"salinity",30.227
2006-09-27,60,"salinity",31.357
2006-09-27,2,"sigmaTheta",21.7502843911634
2006-09-27,5,"sigmaTheta",21.9792960893192
2006-09-27,10,"sigmaTheta",22.4680727013352
2006-09-27,60,"sigmaTheta",24.8422087486392
2006-10-04,2,"temperature",14.621
2006-10-04,5,"temperature",14.5479
2006-10-04,10,"temperature",14.0056
2006-10-04,60,"temperature",4.4897
2006-10-04,2,"salinity",29.977
2006-10-04,5,"salinity",30.006
2006-10-04,10,"salinity",30.156
2006-10-04,60,"salinity",31.358
2006-10-04,2,"sigmaTheta",22.1830758230166
2006-10-04,5,"sigmaTheta",22.2205953282046
2006-10-04,10,"sigmaTheta",22.4468373362364
2006-10-04,60,"sigmaTheta",24.8426089542766
2006-10-11,2,"temperature",13.7203
2006-10-11,5,"temperature",13.6707
2006-10-11,10,"temperature",13.1326
2006-10-11,60,"temperature",4.5248
2006-10-11,2,"salinity",30.112
2006-10-11,5,"salinity",30.142
2006-10-11,10,"salinity",30.307
2006-10-11,60,"salinity",31.359
2006-10-11,2,"sigmaTheta",22.4696883841399
2006-10-11,5,"sigmaTheta",22.5027552327853
2006-10-11,10,"sigmaTheta",22.7355433947624
2006-10-11,60,"sigmaTheta",24.8398549839164
2006-10-18,2,"temperature",13.0899
2006-10-18,5,"temperature",13.4131
2006-10-18,10,"temperature",13.2943
2006-10-18,60,"temperature",4.5306
2006-10-18,2,"salinity",29.177
2006-10-18,5,"salinity",29.822
2006-10-18,10,"salinity",30.111
2006-10-18,60,"salinity",31.355
2006-10-18,2,"sigmaTheta",21.8701919182756
2006-10-18,5,"sigmaTheta",22.3062819556554
2006-10-18,10,"sigmaTheta",22.5527625082452
2006-10-18,60,"sigmaTheta",24.8360941602546
2006-10-25,2,"temperature",12.2222
2006-10-25,5,"temperature",12.7113
2006-10-25,10,"temperature",12.2906
2006-10-25,60,"temperature",4.5507
2006-10-25,2,"salinity",29.315
2006-10-25,5,"salinity",29.7
2006-10-25,10,"salinity",30.158
2006-10-25,60,"salinity",31.356
2006-10-25,2,"sigmaTheta",22.1384894159575
2006-10-25,5,"sigmaTheta",22.346198443448
2006-10-25,10,"sigmaTheta",22.7791180005127
2006-10-25,60,"sigmaTheta",24.8348480447928
2006-11-02,2,"temperature",9.2967
2006-11-02,5,"temperature",9.2033
2006-11-02,10,"temperature",8.238
2006-11-02,60,"temperature",5.9069
2006-11-02,2,"salinity",30.044
2006-11-02,5,"salinity",30.249
2006-11-02,10,"salinity",31.037
2006-11-02,60,"salinity",31.755
2006-11-02,2,"sigmaTheta",23.1956166608257
2006-11-02,5,"sigmaTheta",23.3700600697509
2006-11-02,10,"sigmaTheta",24.1296116608853
2006-11-02,60,"sigmaTheta",25.0011324803761
2006-11-08,2,"temperature",7.059
2006-11-08,5,"temperature",7.2894
2006-11-08,10,"temperature",6.7639
2006-11-08,60,"temperature",5.9478
2006-11-08,2,"salinity",30.532
2006-11-08,5,"salinity",30.875
2006-11-08,10,"salinity",31.335
2006-11-08,60,"salinity",31.761
2006-11-08,2,"sigmaTheta",23.8938209862041
2006-11-08,5,"sigmaTheta",24.133396915493
2006-11-08,10,"sigmaTheta",24.5637600300552
2006-11-08,60,"sigmaTheta",25.0010020865143
2006-11-15,2,"temperature",8.7183
2006-11-15,5,"temperature",8.5387
2006-11-15,10,"temperature",8.0963
2006-11-15,60,"temperature",5.9293
2006-11-15,2,"salinity",29.541
2006-11-15,5,"salinity",30.119
2006-11-15,10,"salinity",30.462
2006-11-15,60,"salinity",31.762
2006-11-15,2,"sigmaTheta",22.888702823627
2006-11-15,5,"sigmaTheta",23.3671062636457
2006-11-15,10,"sigmaTheta",23.6990094594385
2006-11-15,60,"sigmaTheta",25.0039966046907
2006-11-22,2,"temperature",8.6598
2006-11-22,5,"temperature",9.0089
2006-11-22,10,"temperature",8.6862
2006-11-22,60,"temperature",5.9118
2006-11-22,2,"salinity",29.076
2006-11-22,5,"salinity",29.704
2006-11-22,10,"salinity",30.223
2006-11-22,60,"salinity",31.745
2006-11-22,2,"sigmaTheta",22.5334097050606
2006-11-22,5,"sigmaTheta",22.9734363186135
2006-11-22,10,"sigmaTheta",23.4270893489077
2006-11-22,60,"sigmaTheta",24.992652636914
2009-01-06,2,"temperature",2.7424
2009-01-06,5,"temperature",2.7536
2009-01-06,10,"temperature",3.4198
2009-01-06,60,"temperature",4.2688
2009-01-06,2,"salinity",29.9393
2009-01-06,5,"salinity",29.9459
2009-01-06,10,"salinity",30.1827
2009-01-06,60,"salinity",31.3606
2009-01-06,2,"sigmaTheta",23.8673407626467
2009-01-06,5,"sigmaTheta",23.8717782222419
2009-01-06,10,"sigmaTheta",24.007406154393
2009-01-06,60,"sigmaTheta",24.8666529186623
2009-01-14,2,"temperature",2.5292
2009-01-14,5,"temperature",2.9197
2009-01-14,10,"temperature",3.1439
2009-01-14,60,"temperature",4.371
2009-01-14,2,"salinity",29.8014
2009-01-14,5,"salinity",30.1724
2009-01-14,10,"salinity",30.3348
2009-01-14,60,"salinity",31.3405
2009-01-14,2,"sigmaTheta",23.7728979208745
2009-01-14,5,"sigmaTheta",24.039755362141
2009-01-14,10,"sigmaTheta",24.1513987633402
2009-01-14,60,"sigmaTheta",24.8406034188167
2009-01-20,2,"temperature",1.8236
2009-01-20,5,"temperature",2.1691
2009-01-20,10,"temperature",2.4646
2009-01-20,60,"temperature",4.4193
2009-01-20,2,"salinity",30.0493
2009-01-20,5,"salinity",30.155
2009-01-20,10,"salinity",30.2128
2009-01-20,60,"salinity",31.3211
2009-01-20,2,"sigmaTheta",24.0187451940301
2009-01-20,5,"sigmaTheta",24.0806640316346
2009-01-20,10,"sigmaTheta",24.1061649172914
2009-01-20,60,"sigmaTheta",24.8203946917179
2009-01-28,2,"temperature",0.2446
2009-01-28,5,"temperature",1.2116
2009-01-28,10,"temperature",1.8487
2009-01-28,60,"temperature",4.43
2009-01-28,2,"salinity",29.8094
2009-01-28,5,"salinity",30.0668
2009-01-28,10,"salinity",30.2259
2009-01-28,60,"salinity",31.2952
2009-01-28,2,"sigmaTheta",23.9082943410627
2009-01-28,5,"sigmaTheta",24.0689408003041
2009-01-28,10,"sigmaTheta",24.1585773500874
2009-01-28,60,"sigmaTheta",24.7987719371936
2009-02-04,2,"temperature",1.035
2009-02-04,5,"temperature",1.111
2009-02-04,10,"temperature",1.92
2009-02-04,60,"temperature",4.3586
2009-02-04,2,"salinity",29.7185
2009-02-04,5,"salinity",29.7563
2009-02-04,10,"salinity",30.3524
2009-02-04,60,"salinity",31.2632
2009-02-04,2,"sigmaTheta",23.7987000558144
2009-02-04,5,"sigmaTheta",23.825102088104
2009-02-04,10,"sigmaTheta",24.2552411595384
2009-02-04,60,"sigmaTheta",24.7804772311001
2009-02-11,2,"temperature",0.8729
2009-02-11,5,"temperature",0.9399
2009-02-11,10,"temperature",1.0751
2009-02-11,60,"temperature",4.2671
2009-02-11,2,"salinity",30.2242
2009-02-11,5,"salinity",30.2494
2009-02-11,10,"salinity",30.2822
2009-02-11,60,"salinity",31.2452
2009-02-11,2,"sigmaTheta",24.2132717015684
2009-02-11,5,"sigmaTheta",24.2300884975402
2009-02-11,10,"sigmaTheta",24.2493067906196
2009-02-11,60,"sigmaTheta",24.7751916069983
2009-02-18,2,"temperature",0.9337
2009-02-18,5,"temperature",0.9887
2009-02-18,10,"temperature",1.0185
2009-02-18,60,"temperature",4.0881
2009-02-18,2,"salinity",30.235
2009-02-18,5,"salinity",30.3023
2009-02-18,10,"salinity",30.394
2009-02-18,60,"salinity",31.206
2009-02-18,2,"sigmaTheta",24.2188335166181
2009-02-18,5,"sigmaTheta",24.2700401828963
2009-02-18,10,"sigmaTheta",24.3421345075669
2009-02-18,60,"sigmaTheta",24.7613606206139
2009-02-25,2,"temperature",0.6709
2009-02-25,5,"temperature",0.852
2009-02-25,10,"temperature",1.0589
2009-02-25,60,"temperature",3.4037
2009-02-25,2,"salinity",29.9111
2009-02-25,5,"salinity",30.0652
2009-02-25,10,"salinity",30.2831
2009-02-25,60,"salinity",31.1026
2009-02-25,2,"sigmaTheta",23.971430178638
2009-02-25,5,"sigmaTheta",24.0865394293951
2009-02-25,10,"sigmaTheta",24.2508989964394
2009-02-25,60,"sigmaTheta",24.741470796605
2009-03-05,2,"temperature",1.4424
2009-03-05,5,"temperature",1.5027
2009-03-05,10,"temperature",1.3501
2009-03-05,2,"salinity",26.5775
2009-03-05,5,"salinity",26.7045
2009-03-05,10,"salinity",27.3412
2009-03-05,2,"sigmaTheta",21.258944978313
2009-03-05,5,"sigmaTheta",21.3578119322864
2009-03-05,10,"sigmaTheta",21.8754658503342
2009-03-10,2,"temperature",1.7988
2009-03-10,5,"temperature",1.3686
2009-03-10,10,"temperature",1.231
2009-03-10,60,"temperature",1.338
2009-03-10,2,"salinity",27.9104
2009-03-10,5,"salinity",30.2785
2009-03-10,10,"salinity",30.6029
2009-03-10,60,"salinity",30.9315
2009-03-10,2,"sigmaTheta",22.3079037420082
2009-03-10,5,"sigmaTheta",24.229958587508
2009-03-10,10,"sigmaTheta",24.4981622045598
2009-03-10,60,"sigmaTheta",24.7557762337638
2009-03-17,2,"temperature",1.4457
2009-03-17,5,"temperature",1.4473
2009-03-17,10,"temperature",1.376
2009-03-17,60,"temperature",1.3189
2009-03-17,2,"salinity",28.7856
2009-03-17,5,"salinity",30.3256
2009-03-17,10,"salinity",30.6371
2009-03-17,60,"salinity",31.09
2009-03-17,2,"sigmaTheta",23.028469609176
2009-03-17,5,"sigmaTheta",24.2631427301624
2009-03-17,10,"sigmaTheta",24.5172072829423
2009-03-17,60,"sigmaTheta",24.8841014108937
2009-03-26,2,"temperature",1.3871
2009-03-26,5,"temperature",1.3791
2009-03-26,10,"temperature",1.4273
2009-03-26,60,"temperature",1.3661
2009-03-26,2,"salinity",30.4319
2009-03-26,5,"salinity",30.5071
2009-03-26,10,"salinity",30.668
2009-03-26,60,"salinity",31.2033
2009-03-26,2,"sigmaTheta",24.35192816322
2009-03-26,5,"sigmaTheta",24.4127264505203
2009-03-26,10,"sigmaTheta",24.5389493759624
2009-03-26,60,"sigmaTheta",24.9721863203738
2009-04-01,2,"temperature",2.0598
2009-04-01,5,"temperature",2.0653
2009-04-01,10,"temperature",1.6922
2009-04-01,60,"temperature",1.3809
2009-04-01,2,"salinity",29.496
2009-04-01,5,"salinity",29.7871
2009-04-01,10,"salinity",30.6615
2009-04-01,60,"salinity",31.1886
2009-04-01,2,"sigmaTheta",23.5608306188385
2009-04-01,5,"sigmaTheta",23.7933412765665
2009-04-01,10,"sigmaTheta",24.517446354306
2009-04-01,60,"sigmaTheta",24.9594949619511
2009-04-08,2,"temperature",3.3443
2009-04-08,5,"temperature",2.7504
2009-04-08,10,"temperature",2.1371
2009-04-08,60,"temperature",1.3876
2009-04-08,2,"salinity",27.7853
2009-04-08,5,"salinity",29.2023
2009-04-08,10,"salinity",30.0485
2009-04-08,60,"salinity",31.1869
2009-04-08,2,"sigmaTheta",22.105291097468
2009-04-08,5,"sigmaTheta",23.2787159524757
2009-04-08,10,"sigmaTheta",23.9976714122519
2009-04-08,60,"sigmaTheta",24.9577243156195
2009-04-15,2,"temperature",2.8571
2009-04-15,5,"temperature",1.8784
2009-04-15,10,"temperature",1.642
2009-04-15,60,"temperature",1.414
2009-04-15,2,"salinity",27.9593
2009-04-15,5,"salinity",30.301
2009-04-15,10,"salinity",30.6185
2009-04-15,60,"salinity",31.1848
2009-04-15,2,"sigmaTheta",22.2797356684988
2009-04-15,5,"sigmaTheta",24.2167822370491
2009-04-15,10,"sigmaTheta",24.4861445841575
2009-04-15,60,"sigmaTheta",24.9544313758931
2009-04-22,2,"temperature",4.562
2009-04-22,5,"temperature",4.5026
2009-04-22,10,"temperature",2.9198
2009-04-22,60,"temperature",1.2205
2009-04-22,2,"salinity",29.5326
2009-04-22,5,"salinity",29.5569
2009-04-22,10,"salinity",30.4467
2009-04-22,60,"salinity",31.1829
2009-04-22,2,"sigmaTheta",23.3874052655499
2009-04-22,5,"sigmaTheta",23.4124229051522
2009-04-22,10,"sigmaTheta",24.2585350827765
2009-04-22,60,"sigmaTheta",24.96447562394
2009-04-29,2,"temperature",5.0235
2009-04-29,5,"temperature",3.6901
2009-04-29,10,"temperature",2.4027
2009-04-29,60,"temperature",1.2483
2009-04-29,2,"salinity",29.1312
2009-04-29,5,"salinity",29.8675
2009-04-29,10,"salinity",30.7248
2009-04-29,60,"salinity",31.1818
2009-04-29,2,"sigmaTheta",23.0237080653062
2009-04-29,5,"sigmaTheta",23.7334471079324
2009-04-29,10,"sigmaTheta",24.5197417176582
2009-04-29,60,"sigmaTheta",24.9619614926678
2009-05-06,2,"temperature",6.4685
2009-05-06,5,"temperature",5.334
2009-05-06,10,"temperature",2.5501
2009-05-06,60,"temperature",2.07
2009-05-06,2,"salinity",29.3823
2009-05-06,5,"salinity",29.9428
2009-05-06,10,"salinity",30.8251
2009-05-06,60,"salinity",31.2954
2009-05-06,2,"sigmaTheta",23.0622952324421
2009-05-06,5,"sigmaTheta",23.6333502393801
2009-05-06,10,"sigmaTheta",24.5889789002481
2009-05-06,60,"sigmaTheta",25.0000081024602
2009-05-13,2,"temperature",6.7798
2009-05-13,5,"temperature",4.3151
2009-05-13,10,"temperature",3.6626
2009-05-13,60,"temperature",2.0268
2009-05-13,2,"salinity",29.5553
2009-05-13,5,"salinity",30.1946
2009-05-13,10,"salinity",30.7059
2009-05-13,60,"salinity",31.2866
2009-05-13,2,"sigmaTheta",23.1606933962114
2009-05-13,5,"sigmaTheta",23.9362571624453
2009-05-13,10,"sigmaTheta",24.4027365372901
2009-05-13,60,"sigmaTheta",24.9959808410033
2009-05-20,2,"temperature",7.3379
2009-05-20,5,"temperature",5.2219
2009-05-20,10,"temperature",3.4566
2009-05-20,60,"temperature",2.0183
2009-05-20,2,"salinity",29.3092
2009-05-20,5,"salinity",30.3256
2009-05-20,10,"salinity",30.974
2009-05-20,60,"salinity",31.2884
2009-05-20,2,"sigmaTheta",22.8966630375311
2009-05-20,5,"sigmaTheta",23.9481500281718
2009-05-20,10,"sigmaTheta",24.6342243951497
2009-05-20,60,"sigmaTheta",24.998012015215
2009-05-27,2,"temperature",7.5345
2009-05-27,5,"temperature",6.0535
2009-05-27,10,"temperature",3.9683
2009-05-27,60,"temperature",1.9581
2009-05-27,2,"salinity",30.1293
2009-05-27,5,"salinity",30.519
2009-05-27,10,"salinity",30.9455
2009-05-27,60,"salinity",31.2714
2009-05-27,2,"sigmaTheta",23.5148979331439
2009-05-27,5,"sigmaTheta",24.007598514143
2009-05-27,10,"sigmaTheta",24.5653855316261
2009-05-27,60,"sigmaTheta",24.9885561224535
2009-06-03,2,"temperature",8.6148
2009-06-03,5,"temperature",7.4789
2009-06-03,10,"temperature",4.7262
2009-06-03,60,"temperature",1.8903
2009-06-03,2,"salinity",30.3275
2009-06-03,5,"salinity",30.478
2009-06-03,10,"salinity",30.8782
2009-06-03,60,"salinity",31.2487
2009-06-03,2,"sigmaTheta",23.5192068526455
2009-06-03,5,"sigmaTheta",23.7962162054594
2009-06-03,10,"sigmaTheta",24.4377261605582
2009-06-03,60,"sigmaTheta",24.974996219217
2009-06-10,2,"temperature",11.0607
2009-06-10,5,"temperature",7.1579
2009-06-10,10,"temperature",5.4751
2009-06-10,60,"temperature",1.9015
2009-06-10,2,"salinity",30.0589
2009-06-10,5,"salinity",30.6343
2009-06-10,10,"salinity",30.8811
2009-06-10,60,"salinity",31.2475
2009-06-10,2,"sigmaTheta",22.9209557705399
2009-06-10,5,"sigmaTheta",23.9614647203865
2009-06-10,10,"sigmaTheta",24.3598628936602
2009-06-10,60,"sigmaTheta",24.9732772792879
2009-06-17,2,"temperature",12.9606
2009-06-17,5,"temperature",10.4669
2009-06-17,10,"temperature",7.613
2009-06-17,60,"temperature",1.9185
2009-06-17,2,"salinity",28.9483
2009-06-17,5,"salinity",30.1208
2009-06-17,10,"salinity",30.5972
2009-06-17,60,"salinity",31.2453
2009-06-17,2,"sigmaTheta",21.7179521221708
2009-06-17,5,"sigmaTheta",23.0692434827346
2009-06-17,10,"sigmaTheta",23.871828887278
2009-06-17,60,"sigmaTheta",24.9703620403743
2009-06-24,2,"temperature",13.8548
2009-06-24,5,"temperature",12.401
2009-06-24,10,"temperature",10.4412
2009-06-24,60,"temperature",1.9472
2009-06-24,2,"salinity",29.1765
2009-06-24,5,"salinity",29.7636
2009-06-24,10,"salinity",30.2833
2009-06-24,60,"salinity",31.2364
2009-06-24,2,"sigmaTheta",21.721288463939
2009-06-24,5,"sigmaTheta",22.4531834207191
2009-06-24,10,"sigmaTheta",23.2001014440989
2009-06-24,60,"sigmaTheta",24.9612803012644
2009-06-30,2,"temperature",15.6942
2009-06-30,5,"temperature",13.576
2009-06-30,10,"temperature",11.7715
2009-06-30,60,"temperature",1.9605
2009-06-30,2,"salinity",28.5305
2009-06-30,5,"salinity",29.5757
2009-06-30,10,"salinity",30.0188
2009-06-30,60,"salinity",31.2374
2009-06-30,2,"sigmaTheta",20.8449360532437
2009-06-30,5,"sigmaTheta",22.0842836173047
2009-06-30,10,"sigmaTheta",22.7654634417518
2009-06-30,60,"sigmaTheta",24.9611711080133
2009-07-08,2,"temperature",14.8145
2009-07-08,5,"temperature",12.8147
2009-07-08,10,"temperature",11.5033
2009-07-08,60,"temperature",1.9794
2009-07-08,2,"salinity",29.1186
2009-07-08,5,"salinity",29.8449
2009-07-08,10,"salinity",30.1222
2009-07-08,60,"salinity",31.234
2009-07-08,2,"sigmaTheta",21.4823049512835
2009-07-08,5,"sigmaTheta",22.4388183954646
2009-07-08,10,"sigmaTheta",22.8933088621127
